Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Europe & Central Asia (excluding high income),ECA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,83.63083425,82.90179332,82.21359087,80.96457184,79.81411746,79.21010415,77.61575253,76.87776432,73.5310055,73.61750531,74.0473328,74.88668313,75.07711705,75.80585625,75.99872034,76.47248058,77.07374525,77.37202643,77.02828384,77.70920143,77.71910748,78.13682589,78.04651183,78.87723657,79.24494596,79.40486039,79.84681393,80.1451932,79.98858982,
Europe & Central Asia,ECS,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,82.67251126,82.30725927,81.99143542,81.3614939,80.96412525,80.79739055,80.19146382,80.09087289,78.76606886,79.01231261,79.26047007,79.70575285,79.76489474,80.0667509,80.26065778,80.55531081,80.93763722,81.22905666,81.04889291,81.24161725,81.28389742,81.45515226,81.47477271,81.87725058,82.16944909,82.34234574,82.70730505,82.96995597,82.92784917,
Ecuador,ECU,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,54.47999954,51.68999863,52.24000168,53.29999924,53.36000061,52.47999954,54.15000153,53.06999969,52.33000183,52.15999985,51.81999969,53.58000183,55.08000183,51.27999878,53.40999985,53.38000107,54.38000107,55.02000046,54.43999863,55.15000153,53.50999832,53.49000168,54.83000183,57.11000061,55.15999985,51.47000122,50.70999908,50.09000015,48.77000046,
"Egypt, Arab Rep.",EGY,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,55.27999878,55.45999908,55.77000046,56.38999939,57.11999893,58.54000092,59.97000122,59.75999832,61.11999893,59.93999863,61.5,60.18999863,57.86999893,56.49000168,60,61.81000137,58.52999878,60.00999832,60.59000015,62.20999908,61.16999817,62.49000168,61.13999939,60.83000183,62.59999847,69.86000061,68.09999847,68.76999664,69.56999969,
Euro area,EMU,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,81.84519852,81.71976346,81.75682535,81.58557608,81.75430711,81.89043064,81.97928849,82.21410327,82.59629409,83.05078955,83.13444723,83.32043984,83.23636863,83.17545757,83.32349282,83.41445198,83.65935847,84.00219564,84.02030852,83.96512358,84.11501305,84.13671305,84.19298245,84.29178251,84.49844732,84.73946897,85.07218511,85.3114449,85.40684686,
Eritrea,ERI,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,7.96999979,8.100000381,8.550000191,8.869999886,9.289999962,10.06000042,10.77999973,10.73999977,10.97999954,11.25,11.65999985,12.25,11.53999996,11.63000011,11.85999966,11.5,11.77999973,12.63000011,12.02000046,12.14000034,12.76000023,12.85000038,12.56000042,13.57999992,13.02000046,13.44999981,13.06000042,13.65999985,13.80000019,
Spain,ESP,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,74.63999939,74.63999939,74.22000122,74.11000061,74.91000366,75.30000305,76.37999725,77.31999969,78.59999847,79.91999817,80.08000183,81.16999817,81.90000153,81.94999695,82,82.29000092,82.48999786,82.43000031,83.16999817,83.31999969,83.61000061,82.69999695,82.13999939,82.41000366,82.72000122,83.05999756,83.51000214,84.02999878,84.31999969,
Estonia,EST,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,92.48999786,92.40000153,92.31999969,92.20999908,92.19000244,92.01000214,92.16000366,91.18000031,91.12999725,91.70999908,92.58999634,93.09999847,91.44000244,90.30999756,92,91.76999664,90.84999847,92.06999969,91.61000061,91.47000122,91.27999878,91.13999939,90.86000061,90.88999939,90.58000183,90.43000031,89.80000305,89.29000092,89.01000214,
Ethiopia,ETH,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,9.449999809,9.140000343,9.329999924,9.350000381,9.460000038,9.699999809,9.760000229,9.659999847,9.760000229,9.43999958,9.470000267,9.289999962,8.850000381,8.930000305,8.789999962,9.050000191,9.430000305,9.649999619,9.930000305,10.44999981,10.97000027,11.36999989,11.81999969,12.48999977,13.19999981,13.98999977,14.65999985,15.31000042,15.85000038,
European Union,EUU,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,80.3506603,79.83257104,79.79602811,79.80744255,79.86361514,80.07557145,79.98011851,80.20905517,80.45122554,80.71964002,80.85132463,81.52587562,81.56801492,81.81392973,82.02230971,82.30959815,82.62117775,82.99160056,82.95892279,82.7576335,83.00233086,83.06105416,83.20901157,83.38611198,83.73695161,84.11573563,84.43405212,84.69701728,84.84238622,
Fragile and conflict affected situations,FCS,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,19.97135047,19.97356102,19.83658056,19.67923099,19.73093043,19.87276947,19.95956917,19.71952946,19.6719198,19.86223332,20.00842205,20.01107077,20.1397352,20.82498704,21.34770294,21.83650277,22.2248885,22.78149231,23.07218138,23.7828087,24.43778206,24.88476789,25.07276348,25.36855944,25.35944126,25.4166593,25.64820409,25.64965555,25.62865278,
Finland,FIN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,84.15000153,83.73999786,83.80999756,83.94000244,84.16999817,83.40000153,84.52999878,85.41000366,86.23000336,86.48000336,87.01999664,87.13999939,87.23999786,87.54000092,87.34999847,87.12999725,87.41999817,87.19999695,86.38999939,86.59999847,86.62999725,86.41999817,86.55999756,86,85.77999878,85.97000122,86.81999969,86.79000092,86.54000092,
Fiji,FJI,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,60.13000107,60.36999893,60.41999817,60.65999985,60.77000046,61.08000183,60.79000092,60.72000122,61.45000076,61.13999939,61.24000168,61.5,61.38000107,61.84000015,61.61999893,60.59000015,59.06000137,57.65999985,55.79000092,54.52999878,52.90999985,52.81000137,53.41999817,54.22000122,55.06000137,55.56999969,56.5,57.13999939,57.36999893,
France,FRA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,84.73999786,84.91999817,85.84999847,85.88999939,86.34999847,86.79000092,87.05000305,87.51999664,87.81999969,88.58999634,89.09999847,89.23000336,88.51000214,88.95999908,89.12000275,88.63999939,89.01999664,89.44000244,89.05000305,88.51000214,88.37000275,88.55999756,88.73000336,88.38999939,88.47000122,88.23000336,88.38999939,88.34999847,87.87000275,
Faroe Islands,FRO,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,48.52000046,48.63000107,49.59000015,51.41999817,53.16999817,54.59999847,56.36999893,58.41999817,58.08000183,58.04999924,59.36999893,60.11999893,61.06000137,61.52000046,61.86000061,62.36000061,63.68999863,63.59999847,65.36000061,66.08000183,66.01999664,66.62999725,67.16999817,67.70999908,68.19999695,68.30999756,67.86000061,67.15000153,66.87999725,
United Kingdom,GBR,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,86.37000275,86.76999664,86.91000366,86.58000183,86.51999664,86.95999908,87.02999878,87.5,87.38999939,87.73000336,87.80000305,87.69000244,87.18000031,86.91000366,87.01000214,86.76999664,86.61000061,86.66000366,86.40000153,86.01000214,85.81999969,85.37000275,85.41000366,84.76999664,85.01000214,84.55999756,84.62999725,84.88999939,84.43000031,
Georgia,GEO,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,57.75999832,55.95000076,54.08000183,51.88000107,49.72000122,47.75999832,46.09000015,44.27999878,43.47000122,38.34000015,35.88999939,35.66999817,34.13000107,33.77000046,34.56999969,34.61999893,36.70000076,38.97000122,39.61999893,41.18999863,41.90000153,43.47000122,42.59000015,44.13999939,46.34999847,46.93000031,48.36000061,50.81000137,50.29000092,
Ghana,GHA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,10.43999958,10.57999992,11.23999977,11.32999992,11.39999962,11.53999996,11.88000011,12.10000038,12.43999958,12.77000046,13.10999966,13.53999996,13.98999977,14.43000031,15.07999992,15.81000042,16.21999931,16.78000069,17.07999992,18.04000092,20.80999947,22.29000092,23.28000069,24.37999916,24.54999924,24.51000023,25.73999977,26.79000092,27.75,
Gibraltar,GIB,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,6.650000095,6.480000019,6.639999866,6.489999771,6.460000038,6.570000172,6.679999828,6.590000153,6.860000134,6.920000076,6.809999943,7.130000114,7.110000134,7.010000229,7.179999828,7.190000057,6.989999771,7.300000191,7.099999905,7.150000095,7.269999981,7.329999924,7.159999847,7.21999979,6.889999866,7.550000191,7.989999771,7.920000076,8.109999657,
"Gambia, The",GMB,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,19.81999969,20,20.21999931,20.30999947,20.48999977,21.23999977,20.95999908,21.34000015,21.75,22.18000031,22.79000092,22.93000031,23.38999939,23.86000061,23.81999969,23.97999954,24.13999939,24.37999916,24.70000076,25.10000038,25.01000023,25.42000008,25.62000084,25.80999947,26.82999992,27.62999916,27.36000061,27.42000008,27.98999977,
Guinea-Bissau,GNB,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,16.69000053,16.32999992,16.30999947,16.51000023,16.67000008,16.90999985,17.90999985,17.14999962,16.84000015,16.39999962,16.40999985,16.57999992,16.68000031,16.36000061,16.21999931,16.23999977,16.20000076,16.45999908,16.52000046,16.70000076,16.95000076,17.07999992,17.40999985,17.40999985,17.29999924,17.70000076,18.06999969,18.29999924,18.69000053,
Equatorial Guinea,GNQ,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,1.039999962,1.120000005,1.210000038,1.370000005,1.5,2.119999886,3.170000076,3.799999952,4.75,5.860000134,8.199999809,10,12.03999996,16.15999985,19.84000015,22.31999969,24.53000069,28.12000084,26.39999962,25.54000092,27.01000023,27.55999947,24.85000038,23.31999969,18.85000038,15.72000027,15.07999992,14,11.59000015,
Greece,GRC,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,53.16999817,52.61000061,53.27999878,53.27000046,53.88999939,54.27999878,54.79000092,56.43999863,57.84999847,58.04999924,60.38999939,61.06999969,61.40000153,63.77000046,64,63.95999908,64.66000366,64.98999786,64.73000336,64.40000153,63.79000092,63.36000061,63.00999832,64.02999878,65.04000092,65.91000366,65.93000031,66.51999664,68.09999847,
Grenada,GRD,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,51.11999893,51.11000061,51.08000183,51.06999969,51.13999939,51.08000183,51.15999985,51.25,50.75,50.13999939,49.24000168,48.36000061,47.36000061,47.95999908,49.75,51.63999939,52.22000122,52.61999893,52.74000168,53.02999878,56.99000168,52.75999832,56.47999954,59.27000046,60.31999969,62.34999847,59.54000092,60.20000076,60.81000137,
Guam,GUM,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,88.20999908,88.22000122,88.23000336,88.26999664,88.30999756,88.36000061,88.44000244,88.5,88.55999756,88.66999817,88.73999786,88.80999756,88.81999969,88.98000336,89.12999725,89.08000183,89.08000183,89.11000061,89.09999847,89.13999939,89.13999939,89.18000031,89.22000122,89.27999878,89.31999969,89.34999847,89.37000275,89.37999725,89.41999817,
Guyana,GUY,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,60.50999832,60.68000031,60.84999847,61.15000153,61.43000031,61.81000137,62.25,62.31000137,62.58000183,62.43999863,62.58000183,62.63000107,62.47999954,62.47000122,62.16999817,62.54000092,62.88999939,62.97000122,63.18000031,63.43000031,63.75,64.20999908,64.56999969,64.91999817,65.18000031,65.31999969,65.43000031,65.54000092,65.59999847,
High income,HIC,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,82.89447414,83.06035909,83.20028279,83.31762695,83.59142936,83.77832577,83.93553502,84.20964242,84.474635,84.78306376,84.92373801,85.05958466,85.07408349,85.14749949,85.38075979,85.67011183,85.94454951,86.20698709,86.25539328,86.41421502,86.62261425,86.7543584,86.95668276,87.08039346,87.29119877,87.43179878,87.59964133,87.72735088,87.84681554,
"Hong Kong SAR, China",HKG,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,88.48000336,88.56999969,88.62999725,89.15000153,89.19999695,89.19999695,89.68000031,89.65000153,89.16000366,89.48000336,88.08000183,87.12999725,87.33999634,87.51999664,87.76999664,87.79000092,88.69999695,88.83000183,88.80999756,90.06999969,89.87999725,89.77999878,89.87000275,90.87000275,91.04000092,91.30000305,91.43000031,91.55000305,91.59999847,
Honduras,HND,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,46.61000061,46.59999847,46.68999863,46.52999878,46.63999939,46.54999924,46.63000107,46.65999985,46.38999939,46.72000122,46.68000031,46.79000092,47.04000092,47.40000153,47.86000061,48.11000061,49.33000183,49.54999924,47.43999863,44.66999817,47.20999908,43.18999863,44.49000168,49.66999817,48.58000183,51.75,47.61000061,48.56000137,49.81999969,
Heavily indebted poor countries (HIPC),HPC,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,14.05740711,13.93930982,13.89385893,13.81188196,13.84220603,14.08095143,14.12589428,14.18217009,14.29236197,14.3943968,14.63073344,14.69550985,14.72786667,15.00091056,15.14829309,15.49628431,15.91053729,16.32803621,16.56120753,17.06625527,17.80950259,18.39771758,18.7805997,19.27553175,19.56689151,19.83538504,20.29464778,20.76612235,21.094744,
Croatia,HRV,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,71.66999817,71.11000061,70.45999908,70.62999725,71.08000183,71.44000244,74.08000183,75.33999634,75.16000366,76.13999939,75.75,75.88999939,75.55999756,75.87999725,75.11000061,77.01999664,79.22000122,79.12999725,79.13999939,78.16000366,78.22000122,80.25,81.91999817,84.37999725,84.33000183,86.08999634,87.62999725,87.93000031,87.65000153,
Haiti,HTI,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,24.14999962,23.94000053,23.80999947,23.45999908,23.84000015,24.11000061,24.07999992,24.26000023,24.32999992,24.29000092,24.29999924,24.37000084,24.59000015,24.39999962,24.72999954,24.84000015,25.12000084,25.18000031,25.44000053,24.71999931,25.29000092,25.40999985,25.73999977,26,26.15999985,26.20999908,26.30999947,26.45000076,26.48999977,
Hungary,HUN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,79.51999664,79.47000122,81.88999939,82.05999756,82.06999969,82.16000366,82.52999878,83.98000336,84.30000305,84.76999664,85.36000061,86.22000122,86.68000031,85.55999756,86.30999756,87.29000092,87.52999878,87.79000092,87.37999725,87.68000031,87.86000061,88.26999664,88.72000122,89.05000305,89.15000153,89.26000214,89.66999817,89.58000183,89.16999817,
IBRD only,IBD,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,37.4544537,37.873134,38.26546529,38.67866507,39.01551938,39.45364751,39.64939592,39.61748295,39.52901302,39.84623689,40.30459534,40.57365941,40.94332515,41.74733451,42.4937569,43.41504905,44.35536242,45.03135282,45.45968223,46.23451851,47.14865335,48.13989967,48.6979169,49.2557426,49.84966531,50.28992742,50.61092153,51.10008872,51.57843975,
IDA & IBRD total,IBT,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,34.77376977,35.09974984,35.37419581,35.66428503,35.90494123,36.25868933,36.42972132,36.33457657,36.25020329,36.52955271,36.88757971,37.17663464,37.4887247,38.15226014,38.79098827,39.59205355,40.3965806,40.96512834,41.30405935,42.00360536,42.83860912,43.72140114,44.22289465,44.71007851,45.15310561,45.48023514,45.80221655,46.2434657,46.65105006,
IDA total,IDA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,21.35536514,21.34742747,21.21708473,21.10089907,21.09961471,21.23826166,21.50474847,21.32421496,21.44161521,21.69754752,21.82626941,22.40746409,22.63151209,22.81751029,23.164352,23.65360656,24.06473842,24.4377923,24.75412632,25.45623855,26.18994151,26.80654999,27.28372455,27.76965413,27.9727104,28.15631892,28.82422297,29.40294783,29.84517577,
IDA blend,IDB,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,27.40732491,27.43212329,27.06881356,26.92173748,26.87046212,26.91041319,27.65742598,26.91145275,26.9399822,27.37887607,27.23136587,28.60181248,28.84528401,28.57816837,28.85308976,29.23582083,29.57027865,29.51701444,29.82843239,30.69291152,31.67237607,32.48631528,33.34533636,33.77622626,33.68229921,33.67651755,35.04713552,36.33834989,36.95160526,
Indonesia,IDN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,29.76000023,30.36000061,31.05999947,31.92000008,33.02999878,34.20999908,35.45000076,32.86000061,33.08000183,32.84000015,35.95999908,36.13999939,34.52999878,35.90000153,38.20000076,38.74000168,38.45000076,38.56999969,38.72999954,39.79000092,42.52000046,45.15000153,46.34999847,46.70000076,49,48.86999893,48.81000137,48.09999847,48.25,
IDA only,IDX,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,18.66919728,18.64373476,18.62822156,18.53037369,18.56786346,18.73791927,18.7734394,18.84752704,18.99586382,19.15587604,19.40471703,19.62317471,19.82848207,20.21335065,20.59601383,21.13244094,21.56098549,22.12218912,22.42851346,23.04863205,23.66282911,24.21622587,24.55693453,25.06771491,25.39910732,25.6992568,26.09652424,26.38528017,26.75098036,
Isle of Man,IMN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,14.64000034,14.71000004,14.75,14.88000011,14.94999981,15.05000019,15,15.05000019,15.23999977,15.30000019,15.31000042,15.25,15.35999966,15.51000023,15.63000011,15.86999989,16.12999916,16.20999908,16.44000053,16.68000031,17.96999931,19.31999969,19.87999916,20.5,21.18000031,21.92000008,22.65999985,23.45999908,24.17000008,
Not classified,INX,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,76.52999878,76.05000305,76.63999939,77.41000366,77.91999817,79.12000275,79.25,79.68000031,80.72000122,80.88999939,81.65000153,81.97000122,82.31999969,82.08000183,82.95999908,83.76999664,83.73999786,83.23000336,82.5,82.79000092,83.18000031,83.16999817,82.98000336,83.19000244,83.51999664,83.76999664,84.55000305,84.98000336,85.59999847,
"Iran, Islamic Rep.",IRN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,55.34999847,55.31999969,55.04999924,54.59999847,54.52000046,54.56000137,54.09000015,53.81000137,53,52.79000092,52.09999847,51.91999817,52.25999832,52.06999969,51.74000168,51.72999954,51.72999954,53.15999985,53.86000061,55.41999817,56.16999817,55.75,55.83000183,56.02999878,55.91999817,54.93000031,54.75,53.81999969,52.77999878,
Iraq,IRQ,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,66.59999847,66.40000153,66.47000122,66.26000214,65.98999786,66.01999664,66.43000031,67.45999908,68.40000153,68.51999664,68.52999878,67.66000366,65.54000092,66.55999756,66.44999695,66.94000244,66.94000244,68.05999756,68.80999756,69.72000122,70.66000366,71.76000214,73.18000031,74.01999664,74.88999939,76.58000183,77.59999847,77.43000031,77.48000336,
Iceland,ISL,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,81.05999756,80.98000336,80.94999695,81.09999847,81.12000275,81.15000153,82.02999878,80.83999634,81.34999847,81.93000031,82.47000122,82.45999908,86.20999908,86.19000244,85.40000153,84.98999786,85.93000031,87.05999756,87.73999786,87.09999847,87.19999695,87.43000031,87.16999817,87.08000183,87.27999878,87.69999695,88.01999664,87.79000092,88.06999969,
Israel,ISR,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,88.73000336,88.59999847,88.44999695,88.33999634,88.23000336,87.76999664,88,88.08000183,87.94000244,88.36000061,88.63999939,88.58000183,88.13999939,88.5,88.16999817,88.01000214,88.43000031,88.29000092,87.88999939,87.87999725,87.94000244,88.11000061,88.37000275,88.27999878,88.01000214,87.86000061,88.12000275,87.59999847,87.69000244,
Italy,ITA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,70.02999878,70.09999847,70.12000275,70.23999786,70.40000153,70.5,70.63999939,70.80000305,70.95999908,71.26999664,71.52999878,71.72000122,71.83000183,72.06999969,73.30999756,73.58999634,73.87000275,74.55000305,75.02999878,74.72000122,74.95999908,75.08999634,75.18000031,75.31999969,75.62000275,76.05999756,76.80000305,77.08999634,77.26000214,
Jamaica,JAM,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,56.5,56.81000137,58.77000046,58.91999817,60.06000137,59.95999908,60.04999924,59.47999954,59.34000015,59.36000061,59.84000015,61.63999939,61.36999893,61.31999969,62.31999969,61.47000122,63.38999939,60.36999893,60.02999878,60.04999924,60.04999924,59.34999847,59.56000137,59.79000092,60.09000015,60.36999893,60.63000107,60.65999985,60.52999878,
Jordan,JOR,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,86.94999695,86.98999786,86.86000061,86.69000244,86.56999969,86.41999817,86.23000336,86.01000214,85.80999756,85.62000275,85.44000244,85.20999908,84.94999695,84.76999664,85.09999847,85.36000061,85.55000305,85.69999695,85.98999786,86.13999939,86.16000366,86.23000336,86.26000214,86.26999664,86.23000336,86.19999695,86.18000031,86.18000031,86.08000183,
Japan,JPN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,78.54000092,79.54000092,80.65000153,81.13999939,81.51000214,82.05000305,82.22000122,82.41000366,82.5,83.08999634,83.73000336,84.22000122,84.47000122,84.61000061,84.84999847,85.73999786,86.13999939,86.51999664,86.91999817,87.77999878,88.05999756,88.20999908,88.47000122,88.58999634,88.94000244,89.41999817,89.58000183,89.70999908,89.95999908,
Kazakhstan,KAZ,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,72.23999786,70.93000031,69.48999786,67.81999969,66.12000275,64.5,62.95000076,61.54000092,60.29000092,59.47999954,59.11000061,61.02999878,61.61999893,63.06000137,64.36000061,64.94000244,65.58000183,66.51000214,66.55999756,67.01000214,67.55000305,68.65000153,69.58000183,71.36000061,73.04000092,74.26000214,75.56999969,76.08999634,76.54000092,
Kenya,KEN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,35.68000031,35.41999817,34.97000122,34.93999863,34.29000092,34.56999969,34.25,34.16999817,33.86000061,33.70999908,33.27000046,32.77999878,32.24000168,32.11000061,32.00999832,31.47999954,33.52000046,34.79000092,36.43999863,38.38999939,40.27999878,41.88000107,43.45000076,44.91999817,46.38000107,47.70999908,48.68000031,49.70999908,50.72999954,
Kyrgyz Republic,KGZ,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,65.05999756,63.58000183,61.56000137,58.54999924,55.36000061,52.84999847,51.04999924,49.25,47.84000015,47.04000092,47.20999908,46.90999985,47.65999985,49.11999893,50.18999863,51.61999893,54.56999969,57.83000183,60.93999863,63.09999847,63.06999969,63.02000046,56.25,57.16999817,60.13999939,62.08000183,64.43000031,66,67.34999847,
Cambodia,KHM,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,10.80000019,11.32999992,11.65999985,8.770000458,9.5,9.970000267,9.859999657,9.930000305,11.32999992,12.64999962,13.57999992,14.43999958,15.69999981,17.37000084,19.61000061,21.61000061,23.59000015,24.90999985,26.22999954,29,30.68000031,35.41999817,39.41999817,43.50999832,47.61999893,48.93000031,49.65999985,51.61000061,52.95000076,
Kiribati,KIR,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,62.72999954,62.65999985,62.09999847,62.86999893,63.18999863,63.29999924,63.18999863,61.66999817,62.40999985,63.08000183,63.20000076,63.90000153,65.01999664,65.84999847,66.51999664,67.30999756,68.30999756,68.80000305,70.01999664,71.19999695,71.73999786,71.80999756,72.58999634,73.20999908,74.23999786,74.58000183,74.69000244,74.94999695,75.44000244,
Kuwait,KWT,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,96.40000153,96.51000214,96.63999939,96.72000122,96.80999756,96.86000061,96.87000275,96.83999634,96.80000305,96.80999756,96.76000214,96.76000214,96.91999817,97.13999939,97.33000183,97.95999908,98.37999725,98.65000153,98.19000244,97.58000183,96.76999664,97.76999664,98.30000305,98.66999817,98.94000244,98.26999664,98.30999756,98.25,98.23000336,
Latin America & Caribbean (excluding high income),LAC,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,57.94715814,57.72318034,57.58010407,58.19612562,58.40655427,59.13250387,58.76614672,59.16246999,58.92029046,59.55214671,59.27244825,59.14494219,59.1724028,59.56389969,59.88242215,60.69453508,61.55479111,62.11070849,61.83620436,62.28149898,62.43132685,63.10195648,63.220892,63.5802747,63.1271155,62.6358582,62.16505965,61.89845626,61.83269267,
Lao PDR,LAO,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,7.590000153,7.909999847,8.300000191,8.970000267,9.659999847,9.970000267,10.31000042,10.31999969,10.73999977,11.01000023,11.28999996,11.60000038,11.93999958,12.31999969,12.78999996,13.44999981,14.01000023,14.60999966,15.18000031,15.65999985,16.68000031,17.76000023,18.87000084,19.98999977,21.10000038,22.20000076,23.30999947,24.37999916,25.28000069,
